pair_id,family,control,registered_class,joint_generation,history_irreducibility,intervention_sensitivity,pair_specificity,bilateral_feedback,gauge_relative_error,declared_class2
P2027,0,compressed_summary,1,0.1485802444691394,0.15708359687867818,0.21292283805420234,0.0,0.0,0.0,False
P2027,0,unilateral_return,1,0.1485802444691394,0.15708359687867818,0.11047269736359856,0.10565699706763254,0.0,1.7669302312364054e-16,False
P2027,0,unrelated_c,1,0.21191325465013633,0.14819533695048545,0.19010809405799023,0.0,0.1511952424326479,0.0,False
P2028,0,no_c,0,0.0,0.0,0.0,0.0,0.0,0.0,False
P2028,0,historyless,0,0.1279298943149911,0.0,0.19792678541270342,0.1691857548362955,0.15103217641265268,0.0,False
P2028,0,common_memory,0,0.0,0.0,0.2036253671947614,0.2169844259122518,0.0,0.0,False
P2028,0,history_only,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,0.0,False
P2028,0,individual_memory,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,0.0,False
P2028,0,compressed_summary,1,0.1485802444691394,0.15708359687867818,0.21290985143438945,0.0,0.0,0.0,False
P2028,0,unilateral_return,1,0.1485802444691394,0.15708359687867818,0.10240861296866285,0.10689250955517664,0.0,0.0,False
P2028,0,unrelated_c,1,0.21191325465013633,0.14819533695048545,0.17732066790473228,0.0,0.12664570566900937,0.0,False
P2029,0,no_c,0,0.0,0.0,0.0,0.0,0.0,0.0,False
P2029,0,historyless,0,0.1279298943149911,0.0,0.19576324636594286,0.17611741439788187,0.1296326486951577,1.9754542755192663e-16,False
P2029,0,common_memory,0,0.0,0.0,0.21335684574734587,0.23056804580409454,0.0,0.0,False
P2029,0,history_only,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,0.0,False
P2029,0,individual_memory,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,1.7669302312364054e-16,False
P2029,0,compressed_summary,1,0.1485802444691394,0.15708359687867818,0.21788160877955415,0.0,0.0,0.0,False
P2029,0,unilateral_return,1,0.1485802444691394,0.15708359687867818,0.1093384728138767,0.10719364053291662,0.0,2.5276140748403684e-16,False
P2029,0,unrelated_c,1,0.21191325465013633,0.14819533695048545,0.1776852907634907,0.0,0.13037206762062992,0.0,False
P2030,0,no_c,0,0.0,0.0,0.0,0.0,0.0,0.0,False
P2030,0,historyless,0,0.1279298943149911,0.0,0.20417675876170294,0.18842440644624933,0.15558608493810014,0.0,False
P2030,0,common_memory,0,0.0,0.0,0.2020308120231941,0.21339419577151789,0.0,1.3837425591097864e-16,False
P2030,0,history_only,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,0.0,False
P2030,0,individual_memory,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,0.0,False
P2030,0,compressed_summary,1,0.1485802444691394,0.15708359687867818,0.20360654001249967,0.0,0.0,0.0,False
P2030,0,unilateral_return,1,0.1485802444691394,0.15708359687867818,0.1093931164156291,0.1128301913774178,0.0,1.7669302312364054e-16,False
